price,totsp,livesp,kitsp,dist,metrdist,walk,brick,floor,price_m2,area,metro_line
114,75,45,10.0,12.7,15,на транспорте,другой,средний,1520.0,Юго-восток,Люблинская
135,72,49,8.0,8.0,5,на транспорте,кирпичный/монолит,средний,1875.0,Север,Калужско-Рижская
163,73,48,9.0,7.5,5,на транспорте,кирпичный/монолит,средний,2232.88,Восток,Арбатско-Покровская
160,80,51,13.0,7.5,5,пешком,кирпичный/монолит,средний,2000.0,Восток,Арбатско-Покровская
85,67,46,6.0,12.0,15,пешком,другой,средний,1268.66,Юго-восток,Люблинская
145,81,43,10.0,17.0,3,пешком,другой,первый или последний,1790.12,Север,Серпуховско-Тимирязевская
110,68,45,6.0,12.5,10,пешком,другой,средний,1617.65,Север,Серпуховско-Тимирязевская
460,153,84,18.0,9.0,5,пешком,кирпичный/монолит,средний,3006.54,Северо-запад,Таганско-Краснопресненская
98,58,42,6.0,12.0,10,пешком,кирпичный/монолит,средний,1689.66,Восток,Арбатско-Покровская
100,83,53,10.0,12.0,15,на транспорте,другой,первый или последний,1204.82,Восток,Калининская
117,85,44,10.0,12.0,10,на транспорте,другой,средний,1376.47,Восток,Калининская
80,58,43,5.0,7.0,7,пешком,другой,средний,1379.31,Юго-восток,Люблинская
108,76,45,10.0,12.0,10,на транспорте,кирпичный/монолит,первый или последний,1421.05,Восток,Калининская
91,60,45,6.0,10.5,5,на транспорте,другой,средний,1516.67,Северо-запад,Замоскворецкая
145,74,43,10.0,12.5,10,пешком,другой,средний,1959.46,Север,Серпуховско-Тимирязевская
108,56,41,6.0,3.5,5,пешком,кирпичный/монолит,первый или последний,1928.57,Восток,Калининская
78,51,33,6.0,7.0,7,пешком,другой,средний,1529.41,Юго-восток,Люблинская
82,60,42,6.0,12.5,10,пешком,другой,первый или последний,1366.67,Север,Серпуховско-Тимирязевская
143,80,47,9.0,12.5,3,пешком,другой,средний,1787.5,Север,Серпуховско-Тимирязевская
227,104,54,10.0,10.5,8,пешком,другой,средний,2182.69,Северо-запад,Замоскворецкая
120,64,43,6.0,11.5,2,пешком,кирпичный/монолит,средний,1875.0,Юго-восток,Таганско-Краснопресненская
105,53,36,5.0,7.5,10,пешком,кирпичный/монолит,первый или последний,1981.13,Северо-запад,Замоскворецкая
105,72,43,10.0,13.0,10,пешком,другой,первый или последний,1458.33,Юго-восток,Люблинская
83,55,37,6.0,12.0,5,пешком,кирпичный/монолит,средний,1509.09,Восток,Калининская
95,65,45,7.0,15.5,7,пешком,другой,средний,1461.54,Север,Калужско-Рижская
85,61,45,6.0,13.5,10,пешком,другой,средний,1393.44,Юго-восток,Таганско-Краснопресненская
117,80,53,8.0,11.5,10,на транспорте,кирпичный/монолит,первый или последний,1462.5,Юго-восток,Таганско-Краснопресненская
124,80,51,9.0,6.0,10,на транспорте,кирпичный/монолит,средний,1550.0,Юго-восток,Таганско-Краснопресненская
105,61,40,8.0,12.0,3,пешком,другой,средний,1721.31,Юго-восток,Люблинская
107,77,46,10.0,12.0,10,пешком,другой,средний,1389.61,Юго-восток,Люблинская
164,79,51,9.0,7.0,5,на транспорте,другой,средний,2075.95,Северо-запад,Таганско-Краснопресненская
113,63,42,9.0,7.0,5,на транспорте,другой,средний,1793.65,Северо-запад,Таганско-Краснопресненская
180,78,52,8.0,9.0,1,пешком,кирпичный/монолит,средний,2307.69,Северо-запад,Замоскворецкая
79,51,34,6.0,13.5,10,пешком,другой,средний,1549.02,Юго-восток,Таганско-Краснопресненская
110,76,50,8.0,13.0,10,пешком,другой,средний,1447.37,Юго-восток,Люблинская
150,66,47,9.0,7.0,3,пешком,другой,средний,2272.73,Северо-запад,Таганско-Краснопресненская
142,125,66,19.0,10.5,10,пешком,другой,средний,1136.0,Восток,Калининская
99,58,44,6.0,10.5,10,пешком,другой,средний,1706.9,Северо-запад,Замоскворецкая
127,81,49,8.0,12.0,5,пешком,другой,средний,1567.9,Юго-восток,Люблинская
80,52,35,6.0,14.5,12,на транспорте,другой,средний,1538.46,Северо-запад,Замоскворецкая
72,60,42,6.0,11.5,10,на транспорте,кирпичный/монолит,первый или последний,1200.0,Юго-восток,Таганско-Краснопресненская
119,80,45,13.0,14.5,5,на транспорте,другой,средний,1487.5,Северо-запад,Замоскворецкая
131,80,46,13.0,12.0,7,пешком,другой,первый или последний,1637.5,Север,Калужско-Рижская
119,80,48,10.0,12.7,12,пешком,другой,средний,1487.5,Юго-восток,Люблинская
119,66,45,8.0,7.0,7,на транспорте,кирпичный/монолит,первый или последний,1803.03,Северо-запад,Таганско-Краснопресненская
125,93,66,9.0,6.0,5,пешком,кирпичный/монолит,первый или последний,1344.09,Юго-восток,Таганско-Краснопресненская
87,56,37,6.0,7.0,7,на транспорте,кирпичный/монолит,средний,1553.57,Северо-запад,Таганско-Краснопресненская
117,70,39,8.0,12.5,12,пешком,кирпичный/монолит,средний,1671.43,Север,Серпуховско-Тимирязевская
140,75,46,9.0,10.5,10,на транспорте,другой,средний,1866.67,Северо-запад,Замоскворецкая
120,80,50,8.0,10.5,5,на транспорте,кирпичный/монолит,средний,1500.0,Северо-запад,Замоскворецкая
79,52,37,6.0,12.0,7,на транспорте,другой,первый или последний,1519.23,Восток,Калининская
140,67,46,8.0,8.0,5,пешком,другой,первый или последний,2089.55,Север,Калужско-Рижская
88,60,42,6.0,11.0,10,пешком,кирпичный/монолит,средний,1466.67,Юго-восток,Люблинская
120,75,45,10.0,13.5,10,на транспорте,другой,средний,1600.0,Юго-восток,Таганско-Краснопресненская
85,57,40,6.0,14.5,10,на транспорте,кирпичный/монолит,средний,1491.23,Север,Серпуховско-Тимирязевская
115,73,52,9.0,10.5,15,пешком,кирпичный/монолит,средний,1575.34,Северо-запад,Замоскворецкая
169,85,45,10.0,13.5,10,пешком,другой,средний,1988.24,Юго-восток,Таганско-Краснопресненская
150,106,63,12.0,13.5,10,на транспорте,другой,средний,1415.09,Юго-восток,Таганско-Краснопресненская
107,74,45,10.0,14.5,15,на транспорте,другой,средний,1445.95,Северо-запад,Замоскворецкая
150,70,50,9.0,7.5,7,пешком,кирпичный/монолит,средний,2142.86,Северо-запад,Замоскворецкая
130,77,48,10.0,17.0,5,пешком,другой,средний,1688.31,Север,Серпуховско-Тимирязевская
309,107,72,17.0,10.5,1,пешком,кирпичный/монолит,средний,2887.85,Северо-запад,Замоскворецкая
135,80,47,9.0,12.0,7,на транспорте,другой,средний,1687.5,Юго-восток,Люблинская
110,75,44,10.0,17.0,5,на транспорте,другой,первый или последний,1466.67,Север,Серпуховско-Тимирязевская
209,99,63,9.0,9.0,10,пешком,кирпичный/монолит,средний,2111.11,Северо-запад,Замоскворецкая
83,60,44,6.0,17.0,10,пешком,другой,средний,1383.33,Северо-запад,Таганско-Краснопресненская
108,76,46,10.0,12.0,10,пешком,другой,средний,1421.05,Юго-восток,Люблинская
98,63,39,7.0,14.5,10,на транспорте,другой,первый или последний,1555.56,Северо-запад,Замоскворецкая
125,76,47,11.0,11.0,7,пешком,другой,средний,1644.74,Юго-восток,Люблинская
180,90,56,11.0,9.0,15,пешком,другой,первый или последний,2000.0,Северо-запад,Замоскворецкая
113,54,34,6.0,3.0,10,пешком,другой,средний,2092.59,Север,Калужско-Рижская
252,132,74,23.0,12.5,3,пешком,кирпичный/монолит,первый или последний,1909.09,Северо-запад,Замоскворецкая
155,75,45,10.0,9.0,15,пешком,другой,средний,2066.67,Северо-запад,Таганско-Краснопресненская
212,112,60,17.0,7.0,10,пешком,другой,средний,1892.86,Северо-запад,Таганско-Краснопресненская
95,64,45,7.0,14.5,10,пешком,другой,средний,1484.38,Север,Серпуховско-Тимирязевская
118,75,44,9.0,7.0,5,на транспорте,другой,средний,1573.33,Юго-восток,Люблинская
126,79,44,13.0,10.5,10,на транспорте,другой,средний,1594.94,Северо-запад,Замоскворецкая
71,54,34,6.0,7.0,7,на транспорте,другой,первый или последний,1314.81,Юго-восток,Люблинская
153,80,40,25.0,10.5,10,на транспорте,другой,средний,1912.5,Северо-запад,Замоскворецкая
78,51,34,6.0,13.0,5,на транспорте,другой,средний,1529.41,Юго-восток,Люблинская
123,74,48,10.0,12.5,15,пешком,другой,средний,1662.16,Север,Серпуховско-Тимирязевская
108,66,43,11.0,13.5,10,пешком,другой,средний,1636.36,Юго-восток,Таганско-Краснопресненская
145,78,44,10.0,3.5,2,пешком,другой,средний,1858.97,Восток,Калининская
78,55,37,6.0,10.5,7,пешком,другой,средний,1418.18,Восток,Калининская
130,64,35,6.0,9.0,1,пешком,кирпичный/монолит,средний,2031.25,Северо-запад,Таганско-Краснопресненская
92,63,39,8.0,14.5,5,на транспорте,другой,первый или последний,1460.32,Север,Серпуховско-Тимирязевская
128,80,45,13.0,12.0,15,пешком,другой,средний,1600.0,Юго-восток,Люблинская
160,98,50,12.0,10.0,10,пешком,другой,средний,1632.65,Юго-восток,Таганско-Краснопресненская
115,66,40,8.0,12.5,5,пешком,другой,первый или последний,1742.42,Север,Серпуховско-Тимирязевская
81,56,41,5.0,6.0,10,на транспорте,кирпичный/монолит,средний,1446.43,Юго-восток,Таганско-Краснопресненская
150,78,50,9.0,9.0,5,пешком,кирпичный/монолит,средний,1923.08,Северо-запад,Таганско-Краснопресненская
130,87,57,7.0,13.5,7,пешком,кирпичный/монолит,первый или последний,1494.25,Север,Калужско-Рижская
113,77,44,10.0,9.0,7,на транспорте,другой,средний,1467.53,Северо-запад,Таганско-Краснопресненская
70,52,34,6.0,12.0,10,пешком,другой,первый или последний,1346.15,Восток,Калининская
110,73,45,10.0,15.5,10,пешком,другой,средний,1506.85,Север,Калужско-Рижская
105,77,40,10.0,12.0,15,на транспорте,другой,средний,1363.64,Восток,Калининская
130,75,45,10.0,12.0,10,на транспорте,другой,средний,1733.33,Восток,Арбатско-Покровская
85,58,39,7.0,7.0,5,пешком,другой,средний,1465.52,Юго-восток,Люблинская
115,64,45,7.0,13.5,7,пешком,другой,средний,1796.88,Север,Калужско-Рижская
165,78,46,18.0,5.0,10,пешком,другой,средний,2115.38,Северо-запад,Таганско-Краснопресненская
85,60,43,7.0,12.0,5,на транспорте,другой,средний,1416.67,Восток,Калининская
110,80,46,10.0,12.0,15,на транспорте,другой,средний,1375.0,Восток,Калининская
110,68,46,8.0,13.5,10,на транспорте,другой,средний,1617.65,Юго-восток,Таганско-Краснопресненская
97,58,42,5.0,12.5,15,пешком,кирпичный/монолит,средний,1672.41,Северо-запад,Замоскворецкая
90,65,46,7.0,14.5,5,пешком,другой,средний,1384.62,Север,Серпуховско-Тимирязевская
88,60,44,6.0,17.0,7,на транспорте,другой,средний,1466.67,Северо-запад,Таганско-Краснопресненская
110,75,43,10.0,13.5,15,на транспорте,другой,средний,1466.67,Юго-восток,Таганско-Краснопресненская
285,90,61,6.0,14.5,10,пешком,другой,средний,3166.67,Северо-запад,Замоскворецкая
120,75,48,11.0,3.0,15,пешком,кирпичный/монолит,средний,1600.0,Север,Калужско-Рижская
110,74,44,10.0,13.5,15,на транспорте,другой,средний,1486.49,Юго-восток,Таганско-Краснопресненская
135,74,42,10.0,7.5,5,пешком,кирпичный/монолит,средний,1824.32,Восток,Арбатско-Покровская
128,74,43,10.0,13.5,12,пешком,другой,средний,1729.73,Север,Калужско-Рижская
142,90,51,12.0,12.0,10,на транспорте,кирпичный/монолит,средний,1577.78,Восток,Калининская
115,65,45,6.0,13.5,7,пешком,другой,средний,1769.23,Север,Калужско-Рижская
210,72,49,7.0,7.5,5,пешком,кирпичный/монолит,средний,2916.67,Северо-запад,Замоскворецкая
110,60,40,7.0,9.0,7,на транспорте,кирпичный/монолит,средний,1833.33,Северо-запад,Замоскворецкая
135,65,39,7.0,12.0,15,на транспорте,другой,первый или последний,2076.92,Восток,Калининская
143,74,45,11.0,11.0,5,пешком,другой,средний,1932.43,Юго-восток,Люблинская
105,67,45,8.0,7.5,5,на транспорте,другой,первый или последний,1567.16,Восток,Арбатско-Покровская
165,75,45,10.0,12.5,5,пешком,другой,средний,2200.0,Север,Серпуховско-Тимирязевская
159,109,64,13.0,14.5,10,на транспорте,кирпичный/монолит,средний,1458.72,Северо-запад,Замоскворецкая
125,68,48,7.0,3.0,15,пешком,кирпичный/монолит,средний,1838.24,Север,Калужско-Рижская
108,67,45,8.0,14.5,5,на транспорте,другой,средний,1611.94,Север,Серпуховско-Тимирязевская
94,61,44,6.0,12.5,10,пешком,другой,средний,1540.98,Север,Серпуховско-Тимирязевская
80,54,35,6.0,12.0,8,пешком,кирпичный/монолит,первый или последний,1481.48,Восток,Калининская
75,56,38,6.0,10.0,7,пешком,другой,средний,1339.29,Юго-восток,Таганско-Краснопресненская
109,79,45,13.0,14.5,7,на транспорте,кирпичный/монолит,средний,1379.75,Северо-запад,Замоскворецкая
99,65,46,6.0,17.0,7,пешком,другой,средний,1523.08,Север,Серпуховско-Тимирязевская
97,77,47,9.0,14.5,10,пешком,другой,первый или последний,1259.74,Север,Серпуховско-Тимирязевская
138,66,44,9.5,4.5,3,пешком,другой,средний,2090.91,Восток,Арбатско-Покровская
95,61,38,8.0,11.5,7,пешком,другой,средний,1557.38,Юго-восток,Таганско-Краснопресненская
127,73,43,11.0,13.0,5,пешком,кирпичный/монолит,средний,1739.73,Юго-восток,Люблинская
135,81,48,8.0,15.5,7,пешком,другой,средний,1666.67,Север,Калужско-Рижская
86,58,44,6.0,17.0,5,пешком,другой,средний,1482.76,Северо-запад,Таганско-Краснопресненская
162,71,49,9.0,9.0,10,пешком,кирпичный/монолит,средний,2281.69,Северо-запад,Замоскворецкая
115,77,45,7.0,9.0,5,пешком,другой,первый или последний,1493.51,Северо-запад,Таганско-Краснопресненская
105,63,39,8.0,12.5,10,пешком,другой,средний,1666.67,Север,Серпуховско-Тимирязевская
120,76,45,10.0,12.0,10,на транспорте,другой,средний,1578.95,Восток,Калининская
98,65,44,9.0,14.5,7,на транспорте,другой,средний,1507.69,Северо-запад,Замоскворецкая
133,75,48,9.0,3.0,12,пешком,кирпичный/монолит,первый или последний,1773.33,Север,Калужско-Рижская
112,65,44,9.0,13.5,1,пешком,другой,первый или последний,1723.08,Север,Калужско-Рижская
88,63,37,8.0,13.0,5,на транспорте,другой,средний,1396.83,Юго-восток,Люблинская
90,55,36,6.0,12.5,10,пешком,другой,средний,1636.36,Северо-запад,Замоскворецкая
175,70,40,8.0,3.0,5,пешком,кирпичный/монолит,средний,2500.0,Север,Калужско-Рижская
130,68,41,10.0,10.5,5,на транспорте,другой,средний,1911.76,Северо-запад,Замоскворецкая
144,76,43,10.0,13.5,10,на транспорте,другой,средний,1894.74,Юго-восток,Таганско-Краснопресненская
200,78,50,7.0,8.0,10,пешком,кирпичный/монолит,средний,2564.1,Север,Калужско-Рижская
126,80,46,13.0,14.5,5,на транспорте,другой,средний,1575.0,Северо-запад,Замоскворецкая
85,58,41,7.0,14.5,10,на транспорте,другой,средний,1465.52,Север,Серпуховско-Тимирязевская
85,58,37,6.0,13.5,15,на транспорте,другой,средний,1465.52,Север,Калужско-Рижская
140,75,54,8.0,12.0,5,пешком,кирпичный/монолит,первый или последний,1866.67,Восток,Арбатско-Покровская
145,80,46,10.0,3.5,2,пешком,другой,первый или последний,1812.5,Восток,Калининская
129,80,48,10.0,12.7,7,пешком,другой,средний,1612.5,Юго-восток,Люблинская
170,80,53,9.0,8.0,3,пешком,другой,средний,2125.0,Север,Калужско-Рижская
115,80,45,10.0,13.5,10,на транспорте,другой,средний,1437.5,Юго-восток,Таганско-Краснопресненская
81,59,42,6.0,12.0,10,пешком,кирпичный/монолит,средний,1372.88,Север,Калужско-Рижская
105,75,45,10.0,13.0,10,на транспорте,другой,средний,1400.0,Юго-восток,Люблинская
94,64,45,6.0,12.5,12,пешком,другой,средний,1468.75,Север,Серпуховско-Тимирязевская
170,77,52,7.0,3.0,15,пешком,кирпичный/монолит,средний,2207.79,Север,Калужско-Рижская
127,74,53,8.0,11.0,10,пешком,кирпичный/монолит,средний,1716.22,Восток,Арбатско-Покровская
140,76,44,11.0,13.5,10,на транспорте,другой,средний,1842.11,Север,Калужско-Рижская
145,75,45,10.0,7.0,15,пешком,другой,средний,1933.33,Северо-запад,Таганско-Краснопресненская
98,75,50,8.0,11.5,5,на транспорте,другой,средний,1306.67,Юго-восток,Таганско-Краснопресненская
113,69,47,8.0,17.0,3,пешком,другой,средний,1637.68,Северо-запад,Таганско-Краснопресненская
130,83,50,9.0,6.5,10,пешком,другой,средний,1566.27,Юго-восток,Люблинская
113,78,47,10.0,12.0,10,пешком,другой,средний,1448.72,Юго-восток,Люблинская
162,78,48,11.0,6.5,1,пешком,кирпичный/монолит,средний,2076.92,Север,Серпуховско-Тимирязевская
100,64,41,7.0,12.0,5,пешком,другой,средний,1562.5,Восток,Калининская
160,86,56,9.0,6.0,2,пешком,другой,средний,1860.47,Юго-восток,Таганско-Краснопресненская
135,80,51,13.0,13.5,5,на транспорте,другой,средний,1687.5,Север,Калужско-Рижская
95,62,43,7.0,12.0,7,пешком,другой,средний,1532.26,Юго-восток,Люблинская
86,56,34,7.0,7.5,10,на транспорте,другой,первый или последний,1535.71,Восток,Арбатско-Покровская
93,65,39,8.0,12.5,7,на транспорте,другой,средний,1430.77,Север,Серпуховско-Тимирязевская
150,78,44,10.0,14.5,15,пешком,другой,средний,1923.08,Северо-запад,Замоскворецкая
145,82,47,10.0,14.5,15,пешком,другой,средний,1768.29,Северо-запад,Замоскворецкая
85,55,40,6.0,12.5,7,пешком,кирпичный/монолит,первый или последний,1545.45,Восток,Арбатско-Покровская
139,86,51,10.0,10.5,7,на транспорте,другой,средний,1616.28,Восток,Калининская
114,93,51,12.0,10.0,7,пешком,другой,первый или последний,1225.81,Юго-восток,Таганско-Краснопресненская
101,66,39,8.0,17.0,10,пешком,другой,средний,1530.3,Север,Серпуховско-Тимирязевская
98,64,43,7.0,17.0,5,на транспорте,другой,средний,1531.25,Север,Серпуховско-Тимирязевская
153,66,43,9.0,5.0,10,пешком,кирпичный/монолит,средний,2318.18,Северо-запад,Таганско-Краснопресненская
119,77,40,10.0,12.7,5,на транспорте,другой,средний,1545.45,Юго-восток,Люблинская
130,82,37,12.0,6.0,10,пешком,другой,средний,1585.37,Юго-восток,Таганско-Краснопресненская
79,58,41,6.0,12.5,5,на транспорте,другой,первый или последний,1362.07,Северо-запад,Замоскворецкая
127,92,50,11.0,6.5,10,пешком,другой,средний,1380.43,Юго-восток,Люблинская
142,77,44,10.0,7.0,10,на транспорте,другой,средний,1844.16,Северо-запад,Таганско-Краснопресненская
127,65,43,7.0,9.0,5,на транспорте,другой,средний,1953.85,Северо-запад,Таганско-Краснопресненская
190,85,53,12.0,12.0,3,пешком,другой,первый или последний,2235.29,Юго-восток,Люблинская
160,79,54,9.0,7.0,3,пешком,другой,средний,2025.32,Северо-запад,Таганско-Краснопресненская
86,58,43,6.0,17.0,5,пешком,другой,средний,1482.76,Северо-запад,Таганско-Краснопресненская
99,62,45,6.0,13.5,10,пешком,другой,средний,1596.77,Юго-восток,Таганско-Краснопресненская
73,54,35,5.0,10.5,3,пешком,кирпичный/монолит,первый или последний,1351.85,Восток,Калининская
138,77,45,11.0,10.5,10,пешком,другой,средний,1792.21,Восток,Калининская
115,77,45,7.0,9.0,15,пешком,другой,первый или последний,1493.51,Северо-запад,Таганско-Краснопресненская
103,67,43,9.0,15.5,7,пешком,другой,средний,1537.31,Север,Калужско-Рижская
107,75,44,10.0,12.7,10,пешком,другой,средний,1426.67,Юго-восток,Люблинская
110,78,48,14.0,12.0,10,пешком,другой,средний,1410.26,Юго-восток,Люблинская
109,67,45,11.0,13.5,5,на транспорте,другой,средний,1626.87,Север,Калужско-Рижская
120,77,48,8.0,12.0,15,пешком,кирпичный/монолит,средний,1558.44,Восток,Арбатско-Покровская
94,64,45,6.0,17.0,15,пешком,другой,средний,1468.75,Север,Серпуховско-Тимирязевская
117,78,45,11.0,13.0,10,на транспорте,другой,средний,1500.0,Юго-восток,Люблинская
125,77,51,8.0,6.0,3,пешком,кирпичный/монолит,средний,1623.38,Юго-восток,Таганско-Краснопресненская
92,63,38,8.0,12.0,10,на транспорте,другой,средний,1460.32,Восток,Калининская
93,57,43,5.0,12.5,15,пешком,кирпичный/монолит,средний,1631.58,Северо-запад,Замоскворецкая
103,78,54,11.0,12.0,15,пешком,кирпичный/монолит,первый или последний,1320.51,Юго-восток,Люблинская
150,92,69,8.0,4.5,10,пешком,кирпичный/монолит,средний,1630.43,Восток,Арбатско-Покровская
95,63,39,8.0,12.0,10,пешком,другой,средний,1507.94,Восток,Калининская
135,76,45,10.0,6.0,7,на транспорте,другой,средний,1776.32,Юго-восток,Таганско-Краснопресненская
120,78,43,12.0,14.5,15,на транспорте,другой,средний,1538.46,Северо-запад,Замоскворецкая
125,79,56,8.0,7.5,10,пешком,кирпичный/монолит,средний,1582.28,Восток,Арбатско-Покровская
77,51,34,6.0,7.0,7,пешком,другой,средний,1509.8,Юго-восток,Люблинская
89,64,45,6.0,12.5,15,пешком,другой,средний,1390.62,Север,Серпуховско-Тимирязевская
108,80,48,8.0,12.0,10,на транспорте,другой,средний,1350.0,Восток,Калининская
96,60,43,6.0,13.5,10,пешком,другой,средний,1600.0,Юго-восток,Таганско-Краснопресненская
110,74,53,8.0,11.0,15,пешком,кирпичный/монолит,первый или последний,1486.49,Восток,Арбатско-Покровская
129,79,47,8.0,10.5,15,пешком,другой,средний,1632.91,Восток,Калининская
85,69,48,6.0,12.0,10,на транспорте,другой,средний,1231.88,Восток,Калининская
96,60,45,6.0,10.5,15,пешком,другой,средний,1600.0,Северо-запад,Замоскворецкая
122,79,48,10.0,12.7,12,пешком,другой,средний,1544.3,Юго-восток,Люблинская
200,90,60,10.0,12.0,10,пешком,кирпичный/монолит,средний,2222.22,Восток,Калининская
104,80,45,13.0,13.0,5,на транспорте,другой,средний,1300.0,Юго-восток,Люблинская
145,96,56,9.0,11.0,15,пешком,кирпичный/монолит,первый или последний,1510.42,Восток,Арбатско-Покровская
120,74,53,8.0,10.5,10,пешком,кирпичный/монолит,средний,1621.62,Восток,Калининская
196,78,46,10.0,14.5,5,пешком,другой,средний,2512.82,Северо-запад,Замоскворецкая
135,75,43,11.0,12.7,15,пешком,другой,средний,1800.0,Юго-восток,Люблинская
141,74,43,10.0,15.5,10,на транспорте,другой,средний,1905.41,Север,Калужско-Рижская
96,60,45,6.0,12.0,5,на транспорте,другой,средний,1600.0,Восток,Калининская
100,75,45,10.0,13.5,5,пешком,другой,первый или последний,1333.33,Север,Калужско-Рижская
82,55,36,6.0,10.0,7,пешком,другой,первый или последний,1490.91,Юго-восток,Таганско-Краснопресненская
198,110,59,13.0,14.5,10,пешком,другой,средний,1800.0,Северо-запад,Замоскворецкая
108,78,47,10.0,12.0,3,пешком,другой,первый или последний,1384.62,Юго-восток,Люблинская
83,50,34,6.0,15.5,5,на транспорте,другой,средний,1660.0,Север,Калужско-Рижская
131,78,46,10.0,17.0,5,пешком,другой,средний,1679.49,Север,Серпуховско-Тимирязевская
145,84,53,19.0,15.5,15,пешком,другой,средний,1726.19,Север,Калужско-Рижская
107,56,32,5.0,7.5,7,пешком,кирпичный/монолит,первый или последний,1910.71,Северо-запад,Замоскворецкая
88,60,44,6.0,12.0,10,на транспорте,другой,первый или последний,1466.67,Восток,Калининская
104,77,45,10.0,12.7,15,пешком,другой,первый или последний,1350.65,Юго-восток,Люблинская
160,93,59,6.0,12.5,15,пешком,кирпичный/монолит,средний,1720.43,Восток,Арбатско-Покровская
89,60,38,6.0,13.5,7,пешком,другой,средний,1483.33,Юго-восток,Таганско-Краснопресненская
171,96,50,18.0,7.0,5,пешком,другой,средний,1781.25,Северо-запад,Таганско-Краснопресненская
138,79,47,10.0,7.0,10,пешком,другой,средний,1746.84,Северо-запад,Таганско-Краснопресненская
70,58,41,6.0,14.5,10,на транспорте,кирпичный/монолит,средний,1206.9,Северо-запад,Замоскворецкая
165,78,54,8.0,9.0,10,пешком,кирпичный/монолит,средний,2115.38,Северо-запад,Замоскворецкая
130,65,44,9.0,9.0,5,пешком,другой,средний,2000.0,Северо-запад,Таганско-Краснопресненская
139,74,52,9.0,10.5,7,пешком,другой,средний,1878.38,Восток,Калининская
140,81,55,8.0,9.0,7,на транспорте,кирпичный/монолит,первый или последний,1728.4,Северо-запад,Замоскворецкая
91,60,44,6.0,14.5,7,пешком,другой,средний,1516.67,Север,Серпуховско-Тимирязевская
83,60,38,9.0,12.0,10,пешком,другой,первый или последний,1383.33,Юго-восток,Люблинская
85,57,39,6.0,11.5,7,пешком,другой,первый или последний,1491.23,Юго-восток,Таганско-Краснопресненская
175,112,78,16.0,7.0,10,пешком,кирпичный/монолит,средний,1562.5,Северо-запад,Таганско-Краснопресненская
80,68,42,8.0,13.5,7,пешком,другой,первый или последний,1176.47,Юго-восток,Таганско-Краснопресненская
85,58,40,5.0,14.5,10,на транспорте,кирпичный/монолит,средний,1465.52,Север,Серпуховско-Тимирязевская
135,72,43,9.0,10.5,15,пешком,другой,первый или последний,1875.0,Северо-запад,Замоскворецкая
197,101,60,15.0,7.0,7,на транспорте,кирпичный/монолит,средний,1950.5,Северо-запад,Таганско-Краснопресненская
99,57,42,6.0,6.5,7,пешком,кирпичный/монолит,средний,1736.84,Юго-восток,Люблинская
87,58,44,5.0,10.5,5,пешком,другой,средний,1500.0,Восток,Калининская
105,54,34,6.0,3.5,7,пешком,другой,средний,1944.44,Восток,Калининская
115,75,47,8.0,6.5,15,пешком,кирпичный/монолит,первый или последний,1533.33,Север,Серпуховско-Тимирязевская
140,77,46,10.0,8.0,10,пешком,другой,средний,1818.18,Север,Калужско-Рижская
104,67,43,11.0,12.0,15,пешком,другой,средний,1552.24,Восток,Калининская
143,85,52,9.0,5.0,8,пешком,кирпичный/монолит,средний,1682.35,Северо-запад,Таганско-Краснопресненская
130,78,53,9.0,3.5,10,пешком,кирпичный/монолит,средний,1666.67,Восток,Калининская
160,75,47,10.0,9.0,10,пешком,кирпичный/монолит,первый или последний,2133.33,Северо-запад,Замоскворецкая
115,80,54,12.0,12.7,5,на транспорте,другой,средний,1437.5,Юго-восток,Люблинская
145,76,51,8.0,3.0,5,пешком,кирпичный/монолит,первый или последний,1907.89,Север,Калужско-Рижская
317,135,70,20.0,9.0,2,пешком,другой,средний,2348.15,Северо-запад,Замоскворецкая
84,74,41,12.0,7.0,3,пешком,другой,средний,1135.14,Юго-восток,Люблинская
124,96,52,10.0,13.5,5,пешком,другой,средний,1291.67,Север,Калужско-Рижская
130,56,42,7.0,14.5,3,пешком,кирпичный/монолит,средний,2321.43,Северо-запад,Замоскворецкая
135,65,38,8.0,7.5,10,пешком,кирпичный/монолит,средний,2076.92,Северо-запад,Замоскворецкая
85,55,35,6.0,12.0,10,пешком,другой,средний,1545.45,Восток,Арбатско-Покровская
103,64,45,7.0,13.5,15,пешком,другой,средний,1609.38,Север,Калужско-Рижская
85,60,40,7.0,12.0,5,на транспорте,другой,средний,1416.67,Восток,Калининская
160,72,50,9.0,7.5,5,на транспорте,кирпичный/монолит,средний,2222.22,Восток,Арбатско-Покровская
350,90,62,12.0,10.5,5,на транспорте,другой,средний,3888.89,Северо-запад,Замоскворецкая
101,55,38,6.0,7.0,10,пешком,другой,первый или последний,1836.36,Северо-запад,Таганско-Краснопресненская
143,82,45,10.0,12.0,10,пешком,другой,средний,1743.9,Юго-восток,Люблинская
80,51,34,6.0,13.5,15,на транспорте,другой,средний,1568.63,Север,Калужско-Рижская
123,75,45,10.0,12.7,10,пешком,другой,средний,1640.0,Юго-восток,Люблинская
215,67,42,9.0,7.5,3,пешком,кирпичный/монолит,средний,3208.96,Северо-запад,Замоскворецкая
140,80,45,13.0,13.5,5,на транспорте,другой,средний,1750.0,Север,Калужско-Рижская
